S/N,video_id,type,labels,list_animal_action,list_animal,list_animal_parent_class
24774,DBXKWVJP,test,"5,78","[('Diving Bell Water Spider', 'Moving'), ('Worm', 'Being Carried In Mouth')]","['Diving Bell Water Spider', 'Worm']",['Insect']
24775,DCGXQBXG,test,"104,32","[('Common Crane', 'Shaking Head'), ('Common Crane', 'Doing A Face Dip')]","['Common Crane', 'Common Crane']",['Bird']
24776,DCKNLPTK,test,"2,68,15","[('Singing Nightingale', 'Keeping still'), ('Singing Nightingale', 'Chirping'), ('Singing Nightingale', 'Attending')]","['Singing Nightingale', 'Singing Nightingale', 'Singing Nightingale']",['Bird']
24777,DCLJRVEI,test,"2,133","[('Numenius Arquata Bird', 'Attending'), ('Tringa Glareola Bird', 'Walking')]","['Numenius Arquata Bird', 'Tringa Glareola Bird']",['Bird']
24778,DCNFBOTL,test,68,"[('Great Snipe', 'Keeping still')]",['Great Snipe'],['Bird']
24779,DCNUIMRN,test,68,"[('Common Snipe', 'Keeping still')]",['Common Snipe'],['Bird']
24780,DCUOGJNO,test,68,"[('Gecko', 'Keeping still')]",['Gecko'],['Reptile']
24781,DCVGZXDO,test,"1,26","[('Wild Dog', 'Attacking'), ('Hyena', 'Displaying Defensive Pose')]","['Wild Dog', 'Hyena']",['Mammal']
24782,DCVVIPTK,test,"2,15","[('Singing Nightingale', 'Attending'), ('Singing Nightingale', 'Chirping')]","['Singing Nightingale', 'Singing Nightingale']",['Bird']
24783,DCWZAWPM,test,45,"[('Caterpillar', 'Exploring')]",['Caterpillar'],['Insect']
24784,DDBLPICC,test,102,"[('Yellow-Eyed Ensatina', 'Sensing')]",['Yellow-Eyed Ensatina'],['Amphibian']
24785,DDCXUFNJ,test,52,"[('Eagle', 'Flying')]",['Eagle'],['Bird']
24786,DDEIKGCS,test,"133,102","[('Leopard', 'Walking'), ('Leopard', 'Sensing')]","['Leopard', 'Leopard']",['Mammal']
24787,DDFANPTK,test,"2,68,102,15","[('Singing Nightingale', 'Keeping still'), ('Singing Nightingale', 'Chirping'), ('Singing Nightingale', 'Sensing'), ('Singing Nightingale', 'Attending')]","['Singing Nightingale', 'Singing Nightingale', 'Singing Nightingale', 'Singing Nightingale']",['Bird']
24788,DDGDMFFP,test,123,"[('Butterfly Fish', 'Swimming')]",['Butterfly Fish'],['Fish']
24789,DDIJQVEI,test,"104,49,2,40,133","[('Gallinago Gallinago Bird', 'Walking'), ('Duck', 'Attending'), ('Duck', 'Walking'), ('Gallinago Gallinago Bird', 'Flapping Tail'), ('Gallinago Gallinago Bird', 'Eating'), ('Duck', 'Flapping Tail'), ('Duck', 'Eating'), ('Duck', 'Shaking Head'), ('Gallinago Gallinago Bird', 'Attending')]","['Gallinago Gallinago Bird', 'Duck', 'Duck', 'Gallinago Gallinago Bird', 'Gallinago Gallinago Bird', 'Duck', 'Duck', 'Duck', 'Gallinago Gallinago Bird']",['Bird']
24790,DDKMIEZZ,test,133,"[('Sambar Deer', 'Walking')]",['Sambar Deer'],['Mammal']
24791,DDODPFGA,test,102,"[('Monkey', 'Sensing')]",['Monkey'],['Mammal']
24792,DDOWJZIE,test,"52,69,102","[('Bird', 'Landing'), ('Bird', 'Flying'), ('Bird', 'Sensing')]","['Bird', 'Bird', 'Bird']",['Bird']
24793,DDQGJZLK,test,52,"[('Water Rail Bird', 'Flying')]",['Water Rail Bird'],['Bird']
24794,DDUVXIFB,test,10,"[('Pacman Frog', 'Calling')]",['Pacman Frog'],['Amphibian']
24795,DDWRGKEW,test,38,"[('Giraffe', 'Drinking')]",['Giraffe'],['Mammal']
24796,DEEYSSBA,test,"68,40","[('Bird', 'Keeping still'), ('Bird', 'Eating')]","['Bird', 'Bird']",['Bird']
24797,DEGAZIWV,test,"48,102,116","[('Whooper Swan', 'Flapping'), ('Whooper Swan', 'Sensing'), ('Whooper Swan', 'Standing')]","['Whooper Swan', 'Whooper Swan', 'Whooper Swan']",['Bird']
24798,DEHBJVEI,test,"2,68,40,133,22","[('Tringa Erythropus Bird', 'Walking'), ('Tringa Erythropus Bird', 'Defecating'), ('Tringa Erythropus Bird', 'Eating'), ('Tringa Erythropus Bird', 'Attending'), ('Tringa Erythropus Bird', 'Keeping still')]","['Tringa Erythropus Bird', 'Tringa Erythropus Bird', 'Tringa Erythropus Bird', 'Tringa Erythropus Bird', 'Tringa Erythropus Bird']",['Bird']
24799,DEJCDSEK,test,"104,133","[('Jack Snipe Bird', 'Walking'), ('Jack Snipe Bird', 'Shaking Head')]","['Jack Snipe Bird', 'Jack Snipe Bird']",['Bird']
24800,DEKLNKBT,test,123,"[('Malayan Water Monitor Lizard', 'Swimming')]",['Malayan Water Monitor Lizard'],['Reptile']
24801,DEMWBPAB,test,"5,8","[('Dice Snake', 'Biting'), ('Vimba Fish', 'Being Carried In Mouth')]","['Dice Snake', 'Vimba Fish']","['Reptile', 'Fish']"
24802,DESKAVEI,test,"102,2,128,68,40,133","[('Tringa Nebularia Bird', 'Walking'), ('Tringa Nebularia Bird', 'Eating'), ('Tringa Nebularia Bird', 'Turning Around'), ('Tringa Nebularia Bird', 'Keeping still'), ('Tringa Nebularia Bird', 'Attending'), ('Tringa Nebularia Bird', 'Sensing')]","['Tringa Nebularia Bird', 'Tringa Nebularia Bird', 'Tringa Nebularia Bird', 'Tringa Nebularia Bird', 'Tringa Nebularia Bird', 'Tringa Nebularia Bird']",['Bird']
24803,DEUYBSOM,test,52,"[('Golden Eagle', 'Flying')]",['Golden Eagle'],['Bird']
24804,DFAHROTL,test,2,"[('Great Snipe', 'Attending')]",['Great Snipe'],['Bird']
24805,DFCKJNQN,test,15,"[('Reed Bunting Bird', 'Chirping')]",['Reed Bunting Bird'],['Bird']
24806,DFDDSTEK,test,"38,2","[('Common Crowned Pigeon', 'Attending'), ('Spotted Whistling Duck', 'Drinking')]","['Common Crowned Pigeon', 'Spotted Whistling Duck']",['Bird']
24807,DFGMYPTK,test,"104,68,15","[('Singing Nightingale', 'Keeping still'), ('Singing Nightingale', 'Chirping')]","['Singing Nightingale', 'Singing Nightingale']",['Bird']
24808,DFLYPNPL,test,13,"[('Red-Backed Shrike Bird', 'Carrying In Mouth')]",['Red-Backed Shrike Bird'],['Bird']
24809,DFMWBSBA,test,"32,103,102","[('Bird', 'Doing A Face Dip'), ('Bird', 'Sensing')]","['Bird', 'Bird']",['Bird']
24810,DFUFPFFP,test,37,"[('Yellow Cuttlefish', 'Drifting')]",['Yellow Cuttlefish'],['Sea animal']
24811,DFUIYPTK,test,"2,15,22","[('Singing Nightingale', 'Attending'), ('Singing Nightingale', 'Chirping'), ('Singing Nightingale', 'Defecating')]","['Singing Nightingale', 'Singing Nightingale', 'Singing Nightingale']",['Bird']
24812,DFWMFHVR,test,"68,133","[('Rat', 'Walking'), ('Gaboon Viper', 'Keeping still')]","['Rat', 'Gaboon Viper']","['Reptile', 'Mammal']"
24813,DGAYWZQJ,test,"114,52","[('Bird', 'Spreading Wings'), ('Bird', 'Flying')]","['Bird', 'Bird']",['Bird']
24814,DGEAYKDQ,test,"133,15","[('Great Egret', 'Walking'), ('Great Egret', 'Chirping')]","['Great Egret', 'Great Egret']",['Bird']
24815,DGKVPZON,test,2,"[('Reticulated Python', 'Attending')]",['Reticulated Python'],['Reptile']
24816,DGTXIZQJ,test,68,"[('Golden Orb Spider', 'Keeping still')]",['Golden Orb Spider'],['Insect']
24817,DGYBYFNJ,test,52,"[('Eagle', 'Flying')]",['Eagle'],['Bird']
24818,DHACIKEW,test,102,"[('Stoat', 'Sensing')]",['Stoat'],['Mammal']
24819,DHHHQZQJ,test,59,"[('Lizard', 'Hanging')]",['Lizard'],['Reptile']
24820,DHHZMIFB,test,"40,7","[('Pacman Frog', 'Eating'), ('Worm', 'Being Eaten')]","['Pacman Frog', 'Worm']","['Amphibian', 'Insect']"
24821,DHKCMFGA,test,"133,100","[('Wildebeest', 'Running'), ('Wildebeest', 'Walking')]","['Wildebeest', 'Wildebeest']",['Mammal']
24822,DHROZVTT,test,40,"[('Leafcutter Ant', 'Eating')]",['Leafcutter Ant'],['Insect']
24823,DHTDPTFT,test,"38,26,27,102","[('Flamingo', 'Disturbing Another Animal'), ('Flamingo', 'Drinking'), ('Flamingo', 'Displaying Defensive Pose'), ('Flamingo', 'Sensing')]","['Flamingo', 'Flamingo', 'Flamingo', 'Flamingo']",['Bird']
24824,DHWESRGE,test,28,"[('Marine Iguana', 'Diving')]",['Marine Iguana'],['Reptile']
24825,DIBOAVEI,test,104,"[('Numenius Arquata Bird', 'Shaking Head')]",['Numenius Arquata Bird'],['Bird']
24826,DIDIAPTK,test,"102,15","[('Singing Nightingale', 'Chirping'), ('Singing Nightingale', 'Sensing')]","['Singing Nightingale', 'Singing Nightingale']",['Bird']
24827,DIHHNNQN,test,15,"[('European Robin Bird', 'Chirping')]",['European Robin Bird'],['Bird']
24828,DIKSHHVR,test,"120,8","[('Marsh Frog', 'Struggling'), ('Grass Snake', 'Biting')]","['Marsh Frog', 'Grass Snake']","['Amphibian', 'Reptile']"
24829,DIKUCLHH,test,"68,65","[('Frog', 'Hugging'), ('Frog', 'Keeping still')]","['Frog', 'Frog']",['Amphibian']
24830,DIKZKXEV,test,107,"[('Crab', 'Sinking')]",['Crab'],['Sea animal']
24831,DIRBGXYT,test,2,"[('Raven', 'Attending')]",['Raven'],['Bird']
24832,DISFEKEW,test,"13,100,67","[('Pika', 'Running'), ('Pika', 'Jumping')]","['Pika', 'Pika']",['Mammal']
24833,DIYRMMWW,test,"68,15","[('Luscinia Luscinia Nightingale Bird', 'Keeping still'), ('Luscinia Luscinia Nightingale Bird', 'Chirping')]","['Luscinia Luscinia Nightingale Bird', 'Luscinia Luscinia Nightingale Bird']",['Bird']
24834,DJCWVBQT,test,"8,78","[('Weaver Ant', 'Moving'), ('Weaver Ant', 'Biting')]","['Weaver Ant', 'Weaver Ant']",['Insect']
24835,DJDGGZQJ,test,"68,102","[('Dragonfly', 'Keeping still'), ('Dragonfly', 'Sensing')]","['Dragonfly', 'Dragonfly']",['Insect']
24836,DJEYBVEI,test,"103,40,133,102","[('Gallinago Gallinago Bird', 'Walking'), ('Gallinago Gallinago Bird', 'Shaking'), ('Duck', 'Walking'), ('Gallinago Gallinago Bird', 'Eating'), ('Duck', 'Eating'), ('Gallinago Gallinago Bird', 'Sensing')]","['Gallinago Gallinago Bird', 'Gallinago Gallinago Bird', 'Duck', 'Gallinago Gallinago Bird', 'Duck', 'Gallinago Gallinago Bird']",['Bird']
24837,DJKVPKDQ,test,104,"[('Great Egret', 'Shaking Head')]",['Great Egret'],['Bird']
24838,DJLCLKRF,test,2,"[('Dispholidus Typus Snake', 'Attending')]",['Dispholidus Typus Snake'],['Reptile']
24839,DJLQKNPL,test,67,"[('Squirrel', 'Jumping')]",['Squirrel'],['Mammal']
24840,DJNAFNQN,test,15,"[('Barred Warbler Bird', 'Chirping')]",['Barred Warbler Bird'],['Bird']
24841,DJNSKDSN,test,"2,68","[('Hawk', 'Keeping still'), ('Hawk', 'Attending')]","['Hawk', 'Hawk']",['Bird']
24842,DJQKJPTK,test,"68,102,15","[('Singing Nightingale', 'Keeping still'), ('Singing Nightingale', 'Chirping'), ('Singing Nightingale', 'Sensing')]","['Singing Nightingale', 'Singing Nightingale', 'Singing Nightingale']",['Bird']
24843,DJRERVEI,test,102,"[('Anthus Pratensis Bird', 'Sensing')]",['Anthus Pratensis Bird'],['Bird']
24844,DJSQAHGW,test,"13,9,102","[('Circus Aeruginosus Bird', 'Building nest'), ('Circus Aeruginosus Bird', 'Carrying In Mouth')]","['Circus Aeruginosus Bird', 'Circus Aeruginosus Bird']",['Bird']
24845,DJSQZXDO,test,"14,51","[('Lion', 'Chasing'), ('Zebra', 'Fleeing')]","['Lion', 'Zebra']",['Mammal']
24846,DJUARKZB,test,68,"[('Drosophila Melanogaster Fruit Fly', 'Keeping still')]",['Drosophila Melanogaster Fruit Fly'],['Insect']
24847,DJYWRPLS,test,"68,102","[('Ardea Alba Egret', 'Keeping still'), ('Ardea Alba Egret', 'Sensing')]","['Ardea Alba Egret', 'Ardea Alba Egret']",['Bird']
24848,DJZJBNPL,test,123,"[('Bottlenose Dolphin', 'Swimming')]",['Bottlenose Dolphin'],['Fish']
24849,DKBWFVEI,test,"52,123,100","[('Tringa Nebularia Bird', 'Running'), ('Crocodile', 'Swimming'), ('Tringa Nebularia Bird', 'Flying')]","['Tringa Nebularia Bird', 'Crocodile', 'Tringa Nebularia Bird']","['Bird', 'Reptile']"
24850,DKEOCKWA,test,78,"[('Snake', 'Moving')]",['Snake'],['Reptile']
24851,DKGDTSBA,test,2,"[('Bird', 'Attending')]",['Bird'],['Bird']
24852,DKGGMKRF,test,68,"[('Thelotornis Snake', 'Keeping still')]",['Thelotornis Snake'],['Reptile']
24853,DKGVYPLS,test,"2,68,123","[('Ardea Alba Egret', 'Keeping still'), ('Ardea Alba Egret', 'Attending'), ('Swan', 'Swimming')]","['Ardea Alba Egret', 'Ardea Alba Egret', 'Swan']",['Bird']
24854,DKHAJTFT,test,"38,26,27,102","[('Flamingo', 'Disturbing Another Animal'), ('Flamingo', 'Drinking'), ('Flamingo', 'Displaying Defensive Pose'), ('Flamingo', 'Sensing')]","['Flamingo', 'Flamingo', 'Flamingo', 'Flamingo']",['Bird']
24855,DKHMVPLS,test,"133,102","[('Ardea Alba Egret', 'Sensing'), ('Ardea Alba Egret', 'Walking')]","['Ardea Alba Egret', 'Ardea Alba Egret']",['Bird']
24856,DKVWIPTK,test,15,"[('Singing Nightingale', 'Chirping')]",['Singing Nightingale'],['Bird']
24857,DLAKBLHH,test,"40,7","[('Frog', 'Being Eaten'), ('Snouted Cobra', 'Eating')]","['Frog', 'Snouted Cobra']","['Amphibian', 'Reptile']"
24858,DLDPJVEI,test,"52,102,90,68,32,133,100","[('Tringa Glareola Bird', 'Running'), ('Tringa Glareola Bird', 'Sensing'), ('Tringa Glareola Bird', 'Keeping still'), ('Tringa Glareola Bird', 'Walking'), ('Tringa Glareola Bird', 'Preening'), ('Tringa Glareola Bird', 'Doing A Face Dip'), ('Tringa Glareola Bird', 'Flying')]","['Tringa Glareola Bird', 'Tringa Glareola Bird', 'Tringa Glareola Bird', 'Tringa Glareola Bird', 'Tringa Glareola Bird', 'Tringa Glareola Bird', 'Tringa Glareola Bird']",['Bird']
24859,DLDWCUXS,test,"68,102","[('Black Necked Spitting Cobra', 'Keeping still'), ('Black Necked Spitting Cobra', 'Sensing')]","['Black Necked Spitting Cobra', 'Black Necked Spitting Cobra']",['Reptile']
24860,DLPYDBXG,test,"104,32","[('Common Crane', 'Shaking Head'), ('Common Crane', 'Doing A Face Dip')]","['Common Crane', 'Common Crane']",['Bird']
24861,DLTDIPLS,test,"2,68,133","[('Ardea Alba Egret', 'Keeping still'), ('Grey Heron', 'Attending'), ('Ardea Alba Egret', 'Walking'), ('Grey Heron', 'Walking')]","['Ardea Alba Egret', 'Grey Heron', 'Ardea Alba Egret', 'Grey Heron']",['Bird']
24862,DLUOIXSF,test,"105,102,15","[('Great Grey Shrike', 'Sharing Food'), ('Great Grey Shrike Young', 'Chirping'), ('Great Grey Shrike Young', 'Sensing')]","['Great Grey Shrike', 'Great Grey Shrike Young', 'Great Grey Shrike Young']",['Bird']
24863,DMBCGUXS,test,2,"[('Black Necked Spitting Cobra', 'Attending')]",['Black Necked Spitting Cobra'],['Reptile']
24864,DMCRULHH,test,"68,65","[('Frog', 'Hugging'), ('Frog', 'Keeping still')]","['Frog', 'Frog']",['Amphibian']
24865,DMCURVEI,test,"2,40","[('Duck', 'Attending'), ('Anas Crecca Bird', 'Eating')]","['Duck', 'Anas Crecca Bird']",['Bird']
24866,DMNQQSBA,test,"2,68","[('Bird', 'Keeping still'), ('Bird', 'Attending')]","['Bird', 'Bird']",['Bird']
24867,DMRAEKRV,test,"49,15","[('Cuckoo Bird', 'Chirping')]",['Cuckoo Bird'],['Bird']
24868,DMROIBXG,test,"104,32","[('Common Crane', 'Shaking Head'), ('Common Crane', 'Doing A Face Dip')]","['Common Crane', 'Common Crane']",['Bird']
24869,DMRYWVEI,test,"2,102,104,15","[('Tringa Nebularia Bird', 'Sensing'), ('Tringa Nebularia Bird', 'Shaking Head'), ('Tringa Nebularia Bird', 'Attending'), ('Tringa Nebularia Bird', 'Chirping')]","['Tringa Nebularia Bird', 'Tringa Nebularia Bird', 'Tringa Nebularia Bird', 'Tringa Nebularia Bird']",['Bird']
24870,DMSFATFT,test,"38,27,102,47","[('Flamingo', 'Disturbing Another Animal'), ('Flamingo', 'Drinking'), ('Flamingo', 'Sensing'), ('Flamingo', 'Fighting')]","['Flamingo', 'Flamingo', 'Flamingo', 'Flamingo']",['Bird']
24871,DMWRMKEW,test,101,"[('Grebe Bird', 'Running On Water')]",['Grebe Bird'],['Bird']
24872,DMWWMVEI,test,"32,90","[('Tringa Glareola Bird', 'Preening'), ('Tringa Glareola Bird', 'Doing A Face Dip')]","['Tringa Glareola Bird', 'Tringa Glareola Bird']",['Bird']
24873,DNKQXDHC,test,102,"[('Green Pea Aphid', 'Sensing')]",['Green Pea Aphid'],['Insect']
24874,DNNHEPTK,test,"68,102,15","[('Singing Nightingale', 'Keeping still'), ('Singing Nightingale', 'Chirping'), ('Singing Nightingale', 'Sensing')]","['Singing Nightingale', 'Singing Nightingale', 'Singing Nightingale']",['Bird']
24875,DNOUJLWC,test,68,"[('Owen''s Chameleon', 'Keeping still')]",['['],['Reptile']
24876,DNSAEPTK,test,"2,68,15","[('Singing Nightingale', 'Keeping still'), ('Singing Nightingale', 'Chirping'), ('Singing Nightingale', 'Attending')]","['Singing Nightingale', 'Singing Nightingale', 'Singing Nightingale']",['Bird']
24877,DNSQRZON,test,102,"[('Reticulated Python', 'Sensing')]",['Reticulated Python'],['Reptile']
24878,DNTDONQN,test,"102,15","[('Barred Warbler Bird', 'Chirping'), ('Barred Warbler Bird', 'Sensing')]","['Barred Warbler Bird', 'Barred Warbler Bird']",['Bird']
24879,DNTSUDFS,test,68,"[('Annulated Tree Boa', 'Keeping still')]",['Annulated Tree Boa'],['Reptile']
24880,DNVSMCEI,test,"78,102","[('Ant', 'Sensing'), ('Ant', 'Moving')]","['Ant', 'Ant']",['Insect']
24881,DNVWSFGA,test,40,"[('Whale', 'Eating')]",['Whale'],['Fish']
24882,DNZMTPTK,test,"2,68,15","[('Singing Nightingale', 'Keeping still'), ('Singing Nightingale', 'Chirping'), ('Singing Nightingale', 'Attending')]","['Singing Nightingale', 'Singing Nightingale', 'Singing Nightingale']",['Bird']
24883,DOAIQDFS,test,"2,68","[('Dumeril''s Boa', 'Keeping still'), ('Dumeril''s Boa', 'Attending')]","['[', '[']",['Reptile']
24884,DODCXPIK,test,123,"[('Turtle', 'Swimming')]",['Turtle'],['Reptile']
24885,DODKKPLS,test,"69,52,133","[('Ardea Alba Egret', 'Flying'), ('Ardea Alba Egret', 'Walking'), ('Ardea Alba Egret', 'Landing')]","['Ardea Alba Egret', 'Ardea Alba Egret', 'Ardea Alba Egret']",['Bird']
24886,DOFHQMWW,test,15,"[('Luscinia Luscinia Nightingale Bird', 'Chirping')]",['Luscinia Luscinia Nightingale Bird'],['Bird']
24887,DOIERCJH,test,"52,78","[('Ant', 'Moving'), ('Wasp', 'Flying')]","['Ant', 'Wasp']",['Insect']
24888,DOIIPSBA,test,68,"[('Bird', 'Keeping still')]",['Bird'],['Bird']
24889,DONTHVYK,test,68,"[('Wormlion', 'Keeping still')]",['Wormlion'],['Insect']
24890,DORDWDPO,test,"68,133,102","[('Bare-Faced Curassow', 'Keeping still'), ('Bare-Faced Curassow', 'Walking'), ('Leopard', 'Sensing')]","['Bare-Faced Curassow', 'Bare-Faced Curassow', 'Leopard']","['Bird', 'Mammal']"
24891,DORZGTKX,test,102,"[('Bullfinch', 'Sensing')]",['Bullfinch'],['Bird']
24892,DOUAHKEW,test,133,"[('Giraffe', 'Walking')]",['Giraffe'],['Mammal']
24893,DPAJWPTK,test,"68,15","[('Singing Nightingale', 'Keeping still'), ('Singing Nightingale', 'Chirping')]","['Singing Nightingale', 'Singing Nightingale']",['Bird']
24894,DPBTHSBA,test,"38,135,102,67","[('Bird', 'Jumping'), ('Bird', 'Sensing'), ('Bird', 'Drinking'), ('Bird', 'Washing')]","['Bird', 'Bird', 'Bird', 'Bird']",['Bird']
24895,DPBULVEI,test,"2,68,33,133","[('Tringa Erythropus Bird', 'Walking'), ('Tringa Erythropus Bird', 'Doing A Neck Raise'), ('Tringa Erythropus Bird', 'Keeping still'), ('Tringa Erythropus Bird', 'Attending')]","['Tringa Erythropus Bird', 'Tringa Erythropus Bird', 'Tringa Erythropus Bird', 'Tringa Erythropus Bird']",['Bird']
24896,DPFJYBGG,test,102,"[('Citrine Wagtail', 'Sensing')]",['Citrine Wagtail'],['Bird']
24897,DPHTODAL,test,"5,13","[('Grey Heron', 'Carrying In Mouth'), ('Frog', 'Being Carried In Mouth')]","['Grey Heron', 'Frog']","['Amphibian', 'Bird']"
24898,DPJMQIFB,test,68,"[('Red-Eyed Tree Frog', 'Keeping still')]",['Red-Eyed Tree Frog'],['Amphibian']
24899,DPMVXADM,test,"27,78","[('Aesculapian Snake', 'Moving'), ('Aesculapian Snake', 'Disturbing Another Animal')]","['Aesculapian Snake', 'Aesculapian Snake']",['Reptile']
24900,DPPAKEUL,test,"102,112","[('Mozambique Spitting Cobra', 'Spitting Venom'), ('Mozambique Spitting Cobra', 'Sensing')]","['Mozambique Spitting Cobra', 'Mozambique Spitting Cobra']",['Reptile']
24901,DPQSFVEI,test,"48,52,102,2,133","[('Bird', 'Flapping'), ('Tringa Glareola Bird', 'Sensing'), ('Numenius Arquata Bird', 'Attending'), ('Bird', 'Flying'), ('Tringa Glareola Bird', 'Walking'), ('Numenius Arquata Bird', 'Flapping'), ('Numenius Arquata Bird', 'Sensing')]","['Bird', 'Tringa Glareola Bird', 'Numenius Arquata Bird', 'Bird', 'Tringa Glareola Bird', 'Numenius Arquata Bird', 'Numenius Arquata Bird']",['Bird']
24902,DPRHXKRF,test,102,"[('Rhamnophis Aethiopissa Snake', 'Sensing')]",['Rhamnophis Aethiopissa Snake'],['Reptile']
24903,DPTOPUDI,test,"104,2,103,15,68","[('Robin Bird', 'Keeping still'), ('Robin Bird', 'Attending'), ('Robin Bird', 'Chirping'), ('Robin Bird', 'Shaking'), ('Robin Bird', 'Shaking Head')]","['Robin Bird', 'Robin Bird', 'Robin Bird', 'Robin Bird', 'Robin Bird']",['Bird']
24904,DQMXGHGW,test,"2,102,104","[('Circus Aeruginosus Bird', 'Shaking Head'), ('Circus Aeruginosus Bird', 'Attending'), ('Circus Aeruginosus Bird', 'Sensing')]","['Circus Aeruginosus Bird', 'Circus Aeruginosus Bird', 'Circus Aeruginosus Bird']",['Bird']
24905,DQNLOVEI,test,90,"[('Tringa Glareola Bird', 'Preening')]",['Tringa Glareola Bird'],['Bird']
24906,DQOBRDFS,test,68,"[('Wild Red-Tailed Boa', 'Keeping still')]",['Wild Red-Tailed Boa'],['Reptile']
24907,DQUHCMRN,test,"133,123,102,90","[('Mallard Duck', 'Swimming'), ('Common Snipe', 'Walking'), ('Mallard Duck', 'Sensing'), ('Grey Bird', 'Preening')]","['Mallard Duck', 'Common Snipe', 'Mallard Duck', 'Grey Bird']",['Bird']
24908,DQWZIJVY,test,102,"[('Goldfinch', 'Sensing')]",['Goldfinch'],['Bird']
24909,DRFIMPTK,test,68,"[('Singing Nightingale', 'Keeping still')]",['Singing Nightingale'],['Bird']
24910,DRGOCLHH,test,68,"[('Frog', 'Keeping still')]",['Frog'],['Amphibian']
24911,DRIJYVEI,test,"104,90","[('Anas Platyrhynchos Bird', 'Shaking Head'), ('Anas Platyrhynchos Bird', 'Preening')]","['Anas Platyrhynchos Bird', 'Anas Platyrhynchos Bird']",['Bird']
24912,DRINZXDO,test,"133,78","[('Rhinoceros', 'Moving'), ('Lion', 'Walking')]","['Rhinoceros', 'Lion']",['Mammal']
24913,DRJWXPLS,test,"2,68,133,8","[('Ardea Alba Egret', 'Biting'), ('Grey Heron', 'Attending'), ('Ardea Alba Egret', 'Walking'), ('Grey Heron', 'Keeping still')]","['Ardea Alba Egret', 'Grey Heron', 'Ardea Alba Egret', 'Grey Heron']",['Bird']
24914,DRKSIHGA,test,"2,133,78","[('Naja Nivea Snake', 'Moving'), ('Meerkat', 'Walking'), ('Meerkat', 'Attending')]","['Naja Nivea Snake', 'Meerkat', 'Meerkat']","['Reptile', 'Mammal']"
24915,DRPZRLHH,test,102,"[('Snouted Cobra', 'Sensing')]",['Snouted Cobra'],['Reptile']
24916,DRTUDXDB,test,48,"[('Postman Butterfly', 'Flapping')]",['Postman Butterfly'],['Insect']
24917,DRWVSCCR,test,15,"[('Common Snipe', 'Chirping')]",['Common Snipe'],['Bird']
24918,DRXKILHH,test,78,"[('Termite', 'Moving')]",['Termite'],['Insect']
